x1,x2,y
4.461925507082169,5.458443007812498,1
4.801442429982839,4.582014086630039,1
4.412395143833583,4.958099766688805,1
4.9898024823824985,4.404760522492877,1
4.543938592729845,5.143223551009543,1
4.984772360881107,4.2026497825547855,1
4.9754434835530805,5.270567996019772,1
5.011911045424421,5.057758004647743,1
5.629509694034834,4.899314923454249,1
4.192008865161952,5.327459652606846,1
5.246355552899639,5.00670357431084,1
4.6176700647871565,4.854392418776354,1
4.711599575114385,4.230060558105082,1
5.272094478602673,5.454940928693232,1
4.324811315169123,5.16162303272419,1
4.908274642176903,5.741061705619217,1
5.473843465465595,5.230835506019586,1
4.135669337669707,4.991007313238342,1
5.755612892445415,5.459368195865388,1
5.825429946505462,4.960717963369772,1
5.204508440465317,5.036766239218944,1
5.646719920187146,4.8613848858543465,1
5.770232124170773,4.928396306815069,1
4.632439272580581,4.931189008047761,1
4.75877901514307,5.023014825429539,1
5.4418166328046444,4.939161836746716,1
5.534535471160279,5.1809062081110735,1
5.028889689420254,4.577220913280474,1
5.2995551884508565,5.588122129105153,1
5.352031358657392,4.721848205763432,1
2.5285912132794963,2.8299124082531453,2
2.6703788427549195,2.9326451407596434,2
2.6505544128272582,2.411644708952712,2
2.9454791457699403,3.981036898197498,2
3.0941096521362352,2.8125224043750046,2
2.2108842265402395,2.9443428312681723,2
3.5674566797400895,3.4096186951580396,2
3.1026657664050976,3.7989133614752766,2
3.8851242267928647,3.0257486744639968,2
3.1176252373451847,2.7825359711579933,2
2.3874387615319015,2.8570204453330126,2
2.9878808515949222,2.1075279812142833,2
2.6114567952100187,3.421930017858533,2
2.983544643878626,2.8320506989377643,2
2.837686613066761,2.7679019805878746,2
2.9696509057539555,2.7914102609467513,2
3.002212615383454,2.9161770690479063,2
3.370471940037149,3.3862557188911535,2
2.4904221703486904,3.4473432345748782,2
3.894411054058284,3.2017956645887993,2
2.490561466042891,2.847002056243735,2
3.1063402224832517,2.488616832736072,2
3.149339366707444,3.496183939873484,2
3.0478175564616214,2.540468055502894,2
2.472168939839843,2.738591620447459,2
2.4974771693733433,2.5453922164105593,2
3.411096699775663,3.7694126267554235,2
2.354745899866752,3.0816003432128367,2
2.9891578381116877,2.6944346459050488,2
3.054183205820665,2.9465032021269373,2
3.3039374913636776,3.6501533449843713,2
3.0832547957627563,2.1119339610407506,2
2.129046218369645,3.103274488248673,2
3.482193161956099,2.9324151054742957,2
3.3410058808620313,3.0016859858050124,2
2.689203873793904,2.522992859786039,2
2.223285137861586,2.8487683268383517,2
2.422805651842072,3.1072879150147625,2
2.8567911569184243,2.9427535965612006,2
3.3859351970269955,2.867797252000656,2
3.521525164155629,2.9054799162146105,2
3.101480646376611,3.458754345957128,2
2.6471442861721335,3.040784841648953,2
2.9491672847653874,2.3175771731364367,2
3.3942264900914862,3.212643678540715,2
3.5299835335327003,2.987791973857796,2
3.015869323709316,3.600214562159336,2
3.030160885236548,2.4099440807038546,2
3.4871668176367443,2.5216946218315477,2
3.534515441997663,3.061817383157277,2
2.4197641072541076,2.787783812147327,2
2.440819393872487,2.60905397759441,2
3.0202897678164176,3.7446382100237727,2
2.8799371955031203,2.1540941095567296,2
2.416568712415755,3.0355270648434156,2
2.774839069514878,2.523714973642386,2
3.1043608867666497,2.5192024696502915,2
2.133563305291785,3.0147239405611237,2
2.5818219941844176,2.6264776358445854,2
3.303152590854967,2.8746484768595666,2
3.0083565740294205,3.468627033934503,2
3.100673308133501,3.503328483970887,2
3.0760889350756373,2.24989528302274,2
2.467233286170121,2.8207985034117455,2
2.8583316479632788,3.875146566847788,2
3.0746440278829374,2.7040245705249535,2
2.977992439011596,2.439300258714557,2
3.114232585606939,2.4732165548047833,2
2.580119116205481,2.532914858019091,2
3.438455095108849,3.1522881391801896,2
2.9905805238089562,3.0374141393562377,2
3.024077989242563,3.575200783148471,2
2.958521934051696,3.8249977446819683,2
2.927862576377235,2.31374847844876,2
3.7120974891331247,3.44167133740534,2
3.2391333874031223,2.7203891082576166,2
3.746090813320225,2.9236186297693427,2
3.648311099523321,3.039147372456286,2
3.6297873239016245,2.7991221964671347,2
3.0482567739240816,2.1284538763880767,2
3.280866592308882,2.1998732828188454,2
3.6377337065501525,3.2045537013719874,2
2.804069649294113,3.302361642635867,2
2.8532025528804366,2.306709446574938,2
3.574866571690733,2.975085117399336,2
2.4539729136487005,3.1076923631434954,2
3.508835385618664,3.553389448327753,2
2.2023603941580445,3.083031607581417,2
2.7710965075972642,3.0552692969587603,2
2.7547607816331356,2.7774672422249322,2
2.3649132705253852,3.380284628348677,2
3.0014049998133014,2.9533266438186008,2
3.2632756642993335,2.73147063295596,2
3.6153545228742217,3.4748556820341543,2
2.873778076642504,3.361052129728263,2
3.2264693909451316,2.375272006625342,2
3.171538577840003,3.6303702954814434,2
3.224177723428758,3.8472041353339446,2
3.0683443824982675,3.361179127953026,2
2.832289613851203,2.938433633476769,2
2.4763224894257427,3.199081438767063,2
2.9621092986151725,3.65444943627576,2
2.9077028510471234,3.325288631186492,2
2.949702406150949,2.95978944445125,2
3.1097653662228124,2.5760363146760654,2
