x1,x2,label
3.1147005017518343,1.1722802588315364,3
2.747879938131258,1.1936176321510268,3
2.931245656758918,1.2502965171862948,3
2.5976640591368727,1.257456168860401,3
3.262753255982582,1.2715734048604852,3
2.4362115776496345,1.2748244615172069,3
2.9374713149758294,1.2904080188396807,3
2.869561943750396,1.2996647589700618,3
3.005706025505355,1.311909681959531,3
2.6875182332975696,1.3124210958160558,3
2.203295902979768,1.316465899642541,3
3.067813821360728,1.3251233712618928,3
2.4553634857533875,1.3259332153856407,3
2.6622800513968414,1.3287835586782775,3
2.895631734,1.343262708497701,3
3.1368447638966446,1.3456546204918314,3
2.6919992953470553,1.3482814524691837,3
2.7695625254409295,1.349540859556228,3
2.366015566815588,1.3576751727768324,3
2.740100967015607,1.3719349814402384,3
2.2190521845781452,1.386027591857553,3
3.4237911128646425,1.386543754470698,3
2.611397231827339,1.3944204566065974,3
2.4827752051597503,1.3973382098257545,3
2.389408442485607,1.400232816930653,3
3.1114609428501163,1.4065662244918335,3
3.48160099,1.406982544693994,3
2.4054728993954138,1.4070048750437283,3
2.276289468278622,1.4214921226050978,3
3.030658988971357,1.421854796751576,3
2.9398961576678024,1.4258007086590663,3
3.046020767549966,1.4263279229666377,3
3.275219411592247,1.4270070351917727,3
3.285803457632218,1.430596012352193,3
3.357842438963801,1.4377816131138133,3
3.3542368669462315,1.4497712180271045,3
2.422379146154369,1.455307780203753,3
3.346587341341101,1.4568572043418433,3
3.086573988129552,1.4629656803558189,3
2.5280490038020744,1.464523333576694,3
3.2754596451856086,1.4883027093854557,3
3.6208379580828023,1.5004877126998544,3
2.1192661586607504,1.5044114663585102,3
2.113477671509484,1.5261119002193133,3
2.240450782723392,1.5379160259384124,3
2.026423793980714,1.551084198097733,3
3.5411395242068497,1.5570898484199527,3
3.4081916519953164,1.5897004731888789,3
2.252761920918773,1.5962036478488864,3
2.1485700594210813,1.601365334684815,3
3.5667470868180953,1.6181368092324744,3
2.042140385683919,1.6319203759328895,3
3.5574173721955193,1.641965986883673,3
3.6137505806059727,1.6435865212160568,3
2.1218204647168455,1.6581317861446838,3
3.3892033578669736,1.6592894565455745,3
1.9624022174873479,1.6654486417679912,3
3.581755401683389,1.6863979847479136,3
3.6677346524943903,1.7003317420244586,3
3.4432672954763817,1.7361150011507922,3
1.9385685780374269,1.7365312823625243,3
3.691646808825305,1.7461326676198452,3
2.0367366086612817,1.7599182376526743,3
1.9892456192044126,1.7953475499722251,3
1.8718631739707174,1.809933216579368,3
3.7467316282749152,1.811476741925572,3
1.9611695542935403,1.8248987550186677,3
3.6765255470459914,1.834834246015948,3
3.817120098670613,1.8371721579595595,3
1.981954703768296,1.8378498083347243,3
2.045593076066265,1.8533121004536723,3
1.910291076,1.8544720096020146,3
1.8611473117861175,1.857302080158576,3
1.9986610271283747,1.8579951926196836,3
3.8000964638672405,1.9226208241552174,3
3.7551783666700445,1.9519702301161663,3
1.8580000579060516,1.9730567036621731,3
3.724613251942443,1.9916331366952233,3
2.4431666769761935,2.503458662474699,2
2.337537317,2.5050700342575767,2
2.3614607889237296,2.530646213931126,2
1.2620086720471835,2.5345786329547235,2
1.1267717141267601,2.576039654,2
2.4471460724132386,2.577580890090683,2
1.5501670545971498,2.5833632416949435,2
1.433433988371738,2.585403441426977,2
1.161832989823529,2.5889162203358818,2
2.387715670522844,2.5936106876439906,2
1.2132791405956989,2.5986350067978017,2
1.0761756103515059,2.611413688200417,2
2.4236246189806043,2.6396108221814267,2
2.417360341783094,2.6553687832899775,2
1.3856399539422681,2.6567552784159125,2
2.2548279423844306,2.6577713913245917,2
1.9245998946334326,2.6610233999571453,2
1.6702030457220136,2.6633528865545197,2
1.2600227995569844,2.66448555,2
0.9926689670489862,2.6664765431951416,2
2.020064811785346,2.669548918401226,2
2.138002906996688,2.6746469857666675,2
1.375077915234074,2.6846569990715548,2
2.3573604523708633,2.6942253544929153,2
2.1363081123032375,2.694936122543931,2
2.181837536,2.719688500728684,2
2.0300960039900704,2.7374858953733163,2
2.2281040012770834,2.741910036045477,2
1.594879186632352,2.7554461826334897,2
2.246304414519472,2.7659464680727153,2
1.4438667030907566,2.766363533192264,2
1.7269100928382604,2.7688864220232667,2
1.8613856870674836,2.769543054978618,2
1.4437088091123358,2.7732369627066573,2
2.347922404153791,2.7756836096357063,2
1.3141045480896898,2.787607464115654,2
1.3945954116342774,2.7877442581265663,2
2.1377761410096703,2.794798918700726,2
1.789909279926743,2.7950016858172644,2
1.5913372013029186,2.7985473383281865,2
2.0229437886970993,2.7994844435640145,2
1.9422304748496626,2.812320348354099,2
1.6347479185998401,2.8250361690024763,2
1.8461365311619051,2.8325599058564794,2
2.061624317035021,2.840048876655739,2
1.5409602854752642,2.857537999308268,2
1.4521637757128036,2.869093947203392,2
1.7537622177703656,2.898467515135668,2
1.8515438199604197,2.9111787722106937,2
